sgRNA	Gene	Day0	Day23
s_13309	CPE	722.027768371	811.564884456
s_29415	KIF19	900.359928029	1071.63454061
s_38192	NUB1	1859.4389818	1883.19942507
s_45246	PTPRT	593.715604715	360.593033889
s_2414	ANKDD1A	1062.38121943	895.488071371
s_10564	CDA	860.126452984	564.406487826
s_54022	SSP	1832.25420136	1856.45467319
s_53201	SP3	600.239952019	501.694655846
s_62868	ZDHHC17	533.909087756	517.372613841
s_52494	SMAP2	1656.09682414	1657.25238337
s_19667	FAM184A	1616.95074031	1548.42891023
s_46518	RBMS3	4452.86703536	4976.36831423
s_12164	CLDN18	640.473427064	585.617842761
s_27030	IL12A	545.870391148	610.518128989
s_12315	CLIC3	1183.08164456	1418.39408215
s_55117	SYTL	1535.39639901	1616.67413915
s_17777	EIF2C2	1776.79724927	2129.43558887
s_5641	BPG	758.999069763	857.676525618
s_49304	SCML4	206.604331311	331.081583545
s_24162	GRK7	865.563409071	1028.28959792
s_51550	SLC27A	724.202550806	828.165075275
s_42473	PLEKHA7	490.413439059	806.95372034
s_10976	CDKN2B	1490.81335909	1765.15362369
s_18145	EML2	1226.57729326	1521.68415836
s_57203	TMEM13	2025.80983806	2204.13644756
s_11453	CFDP1	626.337341237	298.803434732
s_14532	CYB56	936.243838204	1435.91650579
s_11001	CDR1	688.318640631	689.830151788
s_9067	CAPRIN2	1123.2751276	830.009540921
s_33623	METTL22	761.173852198	918.543891953
s_18487	EPN1	3783.03404543	3087.63549223
s_61629	WDFY3	558.919085757	687.985686141
s_2205	AMELX	1275.50989804	1611.14074221
s_31457	LPPR5	551.307347235	282.203243913
s_31733	LRRC4	729.639506893	1164.78005576
s_9365	CB	316.430844271	325.548186606
s_41336	PEX12	645.910383151	860.443224088
s_19025	EXOSC9	571.967780366	224.102576049
s_37097	NKAIN2	797.057762373	1091.92366272
s_3630	ARMC7	969.952965944	233.324904281
s_12213	CLEC10A	2005.14940493	2239.18129484
s_15802	DGKQ	625.24995002	929.610685832
s_36238	NCDN	927.544708464	713.808205192
s_11567	CHCHD4	1564.75596188	249.002862276
s_50429	SH3BGRL3	417.558227492	171.535305124
s_43939	PRDM7	362.101275403	213.958014993
s_14209	CTRL	931.894273334	1099.30152531
s_33805	MGAT4	480.626918102	484.172232204
s_60640	UNC50	339.266059837	349.52624001
s_38341	NUMBL	505.636916103	558.873090887
s_54855	SWAP70	171.807812353	175.224236417
s_42355	PLBD1	953.642097683	1352.9155517
s_3971	ASIC5	309.906496966	393.793415526
s_36278	NCKAP1L	303.382149662	419.615934577
s_40157	PANK1	939.506011856	1012.61163992
s_21656	FRY	1065.64339308	837.387403507
s_29288	KIAA1456	2012.76114346	1940.37786011
s_10761	CDH2	803.582109678	635.418415216
s_44016	PRG4	3659.07144664	4139.90314355
s_20204	FAM86A	1862.70115545	2276.99284059
s_59910	TXK	1253.76207369	1078.09017037
s_44531	PRSS42	873.175147593	1162.93559011
s_51191	SLC1A4	262.0612834	166.924141007
s_11300	CEP4	353.402145663	362.437499536
s_27554	INPP5F	513.248654625	562.56202218
s_22947	GLCCI1	1027.58470047	759.919846354
s_40531	PCDH	802.49471846	772.83110588
s_28035	ITGAD	1155.89686412	1299.42604795
s_58550	TPM4	799.232544808	655.707537328
s_55924	TCTA	282.721716531	422.382633046
s_31270	LMO	847.077758375	915.777193483
s_32163	LYN	1195.04294795	781.131201289
s_9731	CCDC48	1478.8520557	1446.06106685
s_15862	DHRS2	1287.47120143	1100.22375813
s_16919	DSG4	2221.5402572	2716.89789728
s_5578	BNC2	1278.77207169	1369.51574252
s_47741	RNF31	580.666910106	292.347804969
s_63040	ZFP9	1310.306417	1594.54055139
s_43555	PPP1R15A	1121.10034517	1288.35925407
s_18086	EMC3	697.01777037	178.91316771
s_44877	PSTPIP2	343.615624707	353.215171303
s_32346	MAF	802.49471846	1233.9475175
s_24941	HDHD1	1848.56506962	2120.21326064
s_12831	COC	481.71430932	604.984732049
s_29017	KDM8	1810.50637701	1911.78864259
s_16633	DOCK9	2278.08460051	2060.26812713
s_13549	CREB3L2	2182.39417337	2017.84541726
s_43354	PPFIA1	1872.48767641	2151.56917663
s_25588	HMGA	2002.9746225	2194.91411932
s_48000	RP3-402G11.5	596.977778367	652.940838858
s_37542	NOTCH2N	363.18866662	488.78339632
s_41302	PERP	500.199960016	520.139312311
s_61754	WDR48	113.088686612	50.7228052785
s_64628	ZNF772	2468.37806356	3422.40600706
s_18973	EXOC4	856.864279332	815.253815749
s_53669	SPRED2	454.529528884	509.072518432
s_56351	TGFBI	530.646914104	183.524331826
s_26569	ID3	420.820401144	537.661735952
s_57941	TMPRSS13	2810.90629705	2502.93988229
s_31213	LMBR1	640.473427064	810.642651633
s_60564	UHRF1BP1	1105.87686812	1226.56965492
s_64464	ZNF68	1384.24901978	1126.04627718
s_50980	SLC12A	2672.80761243	2407.02766867
s_53186	SP110	4991.12568799	6250.89407596
s_17560	EFHD2	453.442137667	247.15839663
s_58273	TNRC6	1093.91556473	1421.16078062
s_55692	TBX18	827.504716461	1050.42318568
s_1713	AIRE	495.850395146	453.738549037
s_39959	PAAF	1681.10682214	2068.56822254
s_33653	METTL7	1160.24642899	788.509063875
s_49253	SCGB2A1	532.821696539	675.074426616
s_48753	RWDD4	1578.8920477	1336.31536088
s_11190	CENPE	437.131269405	53.4895037482
s_6768	C17orf5	1111.31382421	1421.16078062
s_27395	ILVBL	934.069055769	982.177956757
s_35415	MUC	720.940377153	750.697518122
s_21068	FIBP	663.30864263	587.462308407
s_3576	ARL	814.456021852	1028.28959792
s_47375	RIOK3	776.397329242	605.906964872
s_23402	GOLGB1	1522.3477044	1307.72614336
s_5642	BPG	839.466019853	993.244750635
s_57004	TMCO5A	1034.10904777	1153.71326188
s_20797	FEN1	787.271241416	731.330628834
s_9844	CCDC85A	601.327343237	497.083491729
s_56047	TEF	1770.27290197	2227.19226814
s_4343	ATP4A	226.177373225	184.446564649
s_6542	C15orf43	1139.58599586	1411.01621957
s_24665	HADHB	173.982594788	253.614026393
s_41059	PDGFR	1417.95814752	1841.69894802
s_32870	MARCO	379.499534882	551.495228301
s_20345	FASTKD1	693.755596718	668.618796853
s_50303	SGK1	3181.70670219	3045.21278236
s_9799	CCDC70	1003.66209368	1073.47900626
s_54687	SULT1C4	263.148674617	389.18225141
s_12956	COL4A4	797.057762373	907.477098074
s_58420	TOX3	2116.06330911	2541.67366086
s_28224	IZUMO4	172.895203571	206.580152407
s_52212	SLC7A	568.705606714	635.418415216
s_4229	ATOH1	184.856506962	309.870228611
s_8056	C5orf45	408.859097752	418.693701753
s_45342	PVRIG	1698.50508162	1725.49761229
s_8299	C7orf65	507.811698538	376.270991884
s_24087	GRID1	613.288646628	798.653624931
s_35600	MYH14	1937.73114945	1822.33205873
s_49926	SERINC2	1900.75984806	2168.16936745
s_64480	ZNF689	359.926492968	367.048663652
s_12668	CNNM3	1125.44991004	1178.61354811
s_36066	NAPEPL	330.566930098	294.192270615
s_18997	EXOSC1	701.36733524	578.239980175
s_60530	UGT2B28	2495.56284399	2804.51001549
s_32916	MAST1	288.158672618	192.746660058
s_49961	SERPINA	520.860393147	588.384541231
s_6247	C11orf80	586.103866193	687.063453318
s_4318	ATP2B1	2018.19809954	2596.08539744
s_36704	NELF	2205.22938894	1888.73282201
s_48563	RSRC	542.608217496	429.760495632
s_50896	SLA	540.433435061	535.817270306
s_46137	RARRES3	653.522121673	884.421277493
s_14348	CUX2	337.091277402	285.892175206
s_19812	FAM208B	88.0786886115	94.067747971
s_14069	CTBP1	1612.60117544	1281.90362431
s_2798	AP1M2	143.5356407	127.268129608
s_49482	SDC3	251.187371225	172.457537947
s_39131	OR2T5	877.524712463	652.940838858
s_24561	GYPC	1120.01295395	1295.73711666
s_5077	BCAN	825.329934026	1171.23568552
s_15246	DCTN1	753.562113676	497.083491729
s_15982	DIEXF	948.205141596	308.947995787
s_28180	ITPR3	279.459542878	287.736640853
s_57744	TMEM63C	872.087756376	944.366411003
s_26491	IAH1	664.396033847	901.021468311
s_18875	ETV7	913.408622638	1076.24570473
s_7076	C1orf101	424.082574796	445.438453628
s_14257	CTSL	644.822991934	558.873090887
s_52691	SMYD2	2004.06201372	1944.98902422
s_16953	DTN	333.82910375	303.414598848
s_46742	REG3	578.492127671	842.920800446
s_26507	IBSP	173.982594788	235.169369928
s_3162	ARAF	2261.77373225	2341.54913822
s_29602	KLF10	1012.36122342	1099.30152531
s_23374	GOLGA1	550.219956018	404.860209405
s_7640	C2orf48	387.111273404	429.760495632
s_27516	INO8	259.886500965	76.5453243294
s_38630	ODF3L2	769.872981938	703.663644136
s_17826	EIF3K	1552.79465848	877.043414907
s_34473	MPHOSPH10	806.84428333	337.537213308
s_50468	SH3D21	629.59951489	529.361640543
s_27946	ISM1	545.870391148	425.149331516
s_18944	EXOC	763.348634633	513.683682548
s_10884	CDK	359.926492968	332.003816368
s_39143	OR2W	425.169966014	579.162212998
s_15762	DGCR2	807.931674548	895.488071371
s_7900	C3orf77	932.981664552	1055.03434979
s_24827	HCC	873.175147593	712.885972369
s_29902	KLKB1	769.872981938	623.429388514
s_6471	C14orf2	1626.73726127	1714.43081841
s_31800	LRRC7	519.77300193	571.784350412
s_25892	HOXC10	917.758187508	960.966601822
s_49678	SEC63	800.319936026	841.998567623
s_15742	DFNB31	617.638211498	555.184159594
s_5226	BCL7A	1280.94685413	1132.50190695
s_40825	PCYT2	5298.85740252	5466.07394338
s_45531	QTRTD1	3340.46581993	2963.13406109
s_29935	KLRF1	815.54341307	964.655533115
s_27064	IL15RA	2567.33066434	2508.47327923
s_63131	ZGLP1	521.947784365	373.504293414
s_54763	SUPT6	332.741712532	293.270037792
s_6514	C15orf32	604.589516889	464.805342916
s_63347	ZNF157	1000.39992003	1060.56774673
s_8515	C9orf71	365.363449055	226.869274518
s_33552	METAP2	743.775592719	514.605915371
s_32392	MAGEB2	714.416029849	644.640743449
s_30445	LAMC1	417.558227492	370.737594945
s_50406	SH2D5	1460.366405	1343.69322347
s_43039	POLR1C	697.01777037	368.893129298
s_48631	RTN4IP1	267.498239487	210.2690837
s_20106	FAM71B	1346.19032717	1599.15171551
s_28810	KCNN2	1797.45768241	2220.73663838
s_32640	MAP3K1	1320.09293796	1511.5395973
s_3982	ASN	2355.28937694	2834.02146583
s_11107	CEBPZ	1186.34381821	449.127384921
s_48116	RPL12	369.713013925	22.1335877579
s_52047	SLC50A1	587.19125741	652.940838858
s_55673	TBRG1	518.685610712	562.56202218
s_12437	CLRN3	338.17866862	542.272900068
s_50829	SIVA1	1464.71596987	1308.64837619
s_63407	ZNF189	1448.40510161	1408.2495211
s_23630	GPR107	1524.52248683	1626.81870021
s_50609	SHMT1	804.669500895	996.933681928
s_44679	PSMA4	615.463429063	176.14646924
s_7334	C1orf61	744.862983937	750.697518122
s_39076	OR2L1	518.685610712	425.149331516
s_15251	DCTN2	1837.69115745	937.910781241
s_1491	AGFG1	3910.25881786	3784.8435066
s_27945	ISLR	187.031289397	297.881201908
s_37427	NOD2	1338.57858865	1265.30343349
s_41846	PIG	567.618215496	562.56202218
s_42056	PIPOX	175.069986006	47.0338739855
s_23461	GOT1L1	749.212548807	834.620705037
s_41447	PGAM4	297.945193575	154.935114305
s_40033	PAFAH1B2	4182.10662222	4901.66745555
s_8066	C5orf48	1237.45120543	1397.18272722
s_8631	CABLES2	819.892977939	632.651716746
s_23301	GNG	524.122566799	519.217079487
s_24091	GRID2	942.768185508	709.197041076
s_26398	HTR3E	1811.59376823	2080.55724924
s_62099	WNT6	567.618215496	700.896945667
s_60710	UPK1B	924.282534812	516.450381018
s_31545	LRP10	205.516940094	280.358778267
s_33664	METTL9	2403.13459051	2693.8420767
s_9590	CCDC150	649.172556803	765.453243294
s_12709	CNP	903.622101681	894.565838548
s_18020	ELOF1	988.43861664	946.21087665
s_39377	OR5H14	811.1938482	1051.3454185
s_35980	NADKD	347.965189576	360.593033889
s_19390	FAM127C	134.836510961	111.590171613
s_45818	RABGAP1L	666.570816282	617.895991575
s_18939	EXO	834.029063766	888.110208785
s_63235	ZMYM4	873.175147593	968.344464408
s_34631	MR	2745.662824	3307.12690416
s_20713	FCN1	1086.30382621	1580.70705904
s_12963	COL4A6	1532.13422535	1609.29627656
s_29442	KIF2	354.489536881	185.368797472
s_36714	NEMF	487.151265407	691.674617434
s_33630	METTL24	1039.54600386	785.742365405
s_37748	NPTXR	653.522121673	519.217079487
s_7437	C20orf194	356.664319316	320.014789666
s_44195	PRM1	2043.20809754	2303.73759247
s_61291	VKORC1	402.334750448	389.18225141
s_23573	GPD1L	1171.12034117	1110.36831919
s_27119	IL18BP	3802.60708734	4720.90982219
s_35913	NAA38	676.357337239	509.994751255
s_17765	EIF2B4	2919.64541879	428.838262809
s_39808	OTUD7B	256.624327313	185.368797472
s_33639	METTL3	528.472131669	296.036736262
s_56857	TM2D	1527.78466048	1408.2495211
s_45681	RAB35	2371.60024521	3103.31345022
s_24302	GSS	2733.70152061	2408.87213432
s_49131	SBSPON	1038.45861264	1099.30152531
s_60008	TYROBP	2290.0459039	2385.81631374
s_44485	PRSS12	1370.11293396	1257.92557091
s_8470	C9orf2	4394.14790962	3361.53864073
s_36518	NDUFB5	517.598219495	413.160304814
s_22545	GDF7	1210.266425	1247.78100985
s_56085	TENC1	1173.2951236	982.177956757
s_41098	PDILT	467.578223493	594.840170993
s_20947	FGF5	415.383445057	489.705629143
s_53467	SPEM1	506.724307321	443.593987981
s_27122	IL18R	886.223842202	1020.91173533
s_629	ACMSD	476.277353233	534.895037482
s_1426	AFF	1077.60469647	1045.81202156
s_23748	GPR15	3047.95758245	2451.29484419
s_8953	CAMSAP1	95.6904271335	134.645992194
s_55572	TBC1D2	1618.03813153	1487.5615439
s_39979	PABPN1L	1178.73207969	1490.32824236
s_48736	RWDD1	511.07387219	285.892175206
s_19519	FAM161A	2931.60672218	2825.72137042
s_10939	CDKL4	901.447319246	661.240934267
s_55619	TBC	1682.19421336	2195.83635215
s_36985	NHLH	944.942967943	841.0763348
s_18069	ELTD1	42.4082574796	56.256202218
s_42069	PITHD1	409.94648897	321.859255313
s_19777	FAM19A3	1601.72726327	1098.37929249
s_11252	CEP11	786.183850199	476.794369618
s_20270	FANC	700.279944022	1300.34828078
s_19018	EXOSC7	1038.45861264	278.51431262
s_50422	SH3BGRL	430.606922101	683.374522025
s_61149	VAV2	1835.51637502	1783.59828016
s_22304	GATA4	558.919085757	664.92986556
s_58676	TRAF	222.915199572	214.880247816
s_8897	CAMK1	829.679498896	1002.46707887
s_63693	ZNF32	638.298644629	651.096373211
s_34700	MRPL2	704.629508892	506.305819962
s_49020	SAP30	993.875572727	1223.80295645
s_23436	GORAB	3034.90888784	3662.18654111
s_63354	ZNF1	443.65561671	365.204198005
s_62216	XAF1	482.801700537	550.572995478
s_27371	ILDR1	1634.34899979	1742.09780311
s_31050	LILRB5	2409.65893782	2281.60400471
s_12836	COG2	3739.53839673	1406.40505545
s_47744	RNF3	830.766890114	888.110208785
s_53680	SPRR1B	986.263834205	1002.46707887
s_7886	C3orf70	106.564339308	61.7895991575
s_62517	YY1	1056.94426334	371.659827768
s_30585	LBH	1317.91815552	1611.14074221
s_38189	NUAK2	760.086460981	1224.72518927
s_1436	AFG3L2	1935.55636702	2093.46850877
s_6686	C16orf90	473.01517958	270.214217211
s_37741	NPTX1	672.007772369	688.907918964
s_35625	MYH8	784.009067764	1101.14599096
s_64058	ZNF513	596.977778367	620.662690044
s_21416	FOXC2	754.649504894	754.386449415
s_49999	SERPINB3	730.72689811	917.621659129
s_57267	TMEM158	798.145153591	805.109254693
s_17085	DUSP2	241.400850269	260.069656155
s_25025	HECW2	648.085165586	643.718510625
s_64414	ZNF665	823.155151592	565.32872065
s_19582	FAM170B	1379.89945491	1471.8835859
s_19649	FAM179B	1000.39992003	1108.52385354
s_14741	CYP2R1	325.12997401	383.64885447
s_23740	GPR153	106.564339308	158.624045598
s_7630	C2orf44	365.363449055	315.40362555
s_21342	FNDC5	2226.97721329	2670.78625612
s_41544	PGPEP1L	1085.21643499	1585.31822316
s_51233	SLC22A1	654.60951289	749.775285299
s_45026	PTGS2	1001.48731125	811.564884456
s_40236	PAQR	182.681724528	179.835400533
s_61322	VNN1	544.78299993	662.16316709
s_42558	PLEKHO2	1103.70208569	1319.71517006
s_12523	CMPK2	4372.40008527	4908.12308531
s_59893	TWF2	1512.56118344	1743.94226876
s_59495	TSTA	1175.46990604	1273.6035289
s_238	ABCE1	653.522121673	746.086354006
s_20843	FEZF	1214.61598986	1322.48186853
s_6688	C16orf91	371.88779636	436.216125395
s_31482	LRCH4	1284.20902778	1679.38597113
s_34182	MMEL1	81.554341307	23.0558205811
s_19576	FAM169	1093.91556473	1104.83492225
s_20171	FAM83	2801.11977609	3490.65123598
s_15066	DCAF10	560.006476974	673.229960969
s_17989	ELL2	134.836510961	66.4007632737
s_32977	MAVS	1167.85816752	1331.70419677
s_5070	BB	1112.40121543	1208.12499845
s_46968	RFX6	720.940377153	796.809159284
s_49697	SEL1L	1458.19162257	1150.94656341
s_20271	FANCD2	976.477313249	630.8072511
s_18422	EPHA	849.25254081	990.478052166
s_36893	NFKBID	529.559522886	339.381678954
s_52977	SNX	1125.44991004	1512.46183012
s_59793	TUBAL3	1043.89556873	1230.25858621
s_62456	YPEL1	347.965189576	561.639789357
s_5079	BCAN	545.870391148	573.628816059
s_32489	MAMLD1	841.640802288	745.164121182
s_58005	TMX2	482.801700537	618.818224398
s_9271	CASZ1	965.603401074	810.642651633
s_25271	HIBADH	1258.11163856	1411.01621957
s_25339	HIPK4	628.512123672	613.284827458
s_1032	ADAMTS13	2991.41323914	3274.84875535
s_3736	ARS	1380.98684613	1537.36211635
s_26975	IKBKAP	403.422141665	437.138358218
s_13329	CPED1	357.751710533	458.349713153
s_1755	AKAP10	529.559522886	559.79532371
s_26662	IFI44L	180.506942093	236.091602751
s_33476	MEIS2	6044.80777767	5348.028142
s_26981	IKBKB	890.573407072	942.521945357
s_6077	C10orf131	212.041287398	313.559159903
s_59433	TSPAN7	863.388626636	805.109254693
s_28986	KDM4B	850.339932027	593.91793817
s_14078	CTBS	219.65302592	104.212309027
s_27886	IRGC	1179.81947091	899.177002664
s_13782	CRYGB	1300.51989604	1548.42891023
s_46150	RASA1	1826.81724528	2240.10352766
s_35432	MURC	645.910383151	311.714694257
s_14952	DAP	409.94648897	175.224236417
s_50214	SFRP	876.437321245	893.643605725
s_36837	NFATC4	5438.04347835	5031.70228363
s_40990	PDE6A	208.779113746	307.103530141
s_50216	SFRP2	663.30864263	684.296754848
s_49729	SELRC1	247.925197573	135.568225017
s_19306	FAM114A1	683.969075761	783.897899759
s_50032	SERPINE1	944.942967943	1266.22566632
s_3356	ARHGAP6	1013.44861464	1171.23568552
s_40801	PCSK9	1200.47990404	1127.89074283
s_44242	PRODH	1458.19162257	1011.6894071
s_16602	DOCK11	440.393443058	362.437499536
s_31380	LPAR	188.118680615	254.536259216
s_15372	DDX19	733.989071763	974.800094171
s_15245	DCTN1	1761.57377223	1010.76717428
s_61610	WBSCR17	875.349930028	1045.81202156
s_36283	NCKAP5L	478.452135667	530.283873366
s_44689	PSMA6	189.206071832	45.189408339
s_24267	GSG1	1428.8320597	1662.78578031
s_52445	SLU7	951.467315248	1263.45896785
s_9253	CASQ2	1134.14903978	1286.51478843
s_1798	AKAP8L	986.263834205	790.353529521
s_37974	NRSN	386.023882186	189.979961589
s_25669	HMX1	1083.04165256	1306.80391054
s_39340	OR5AC2	719.852985936	1027.3673651
s_52900	SNX15	1172.20773239	1316.02623877
s_58250	TNPO1	882.96166855	320.014789666
s_56756	TK	722.027768371	122.656965492
s_45640	RAB27	137.011293396	70.0896945667
s_43132	POLR3K	649.172556803	149.401717366
s_27390	ILKAP	289.246063835	245.313930983
s_26925	IGSF10	906.884275333	718.419369308
s_21224	FLT3	264.236065835	315.40362555
s_4765	B3GAT2	774.222546807	841.998567623
s_19188	FADS3	729.639506893	806.031487517
s_41579	PHAX	599.152560802	66.4007632737
s_13193	COX10	1021.06035316	905.632632427
s_37219	NLN	1495.16292396	1969.88931045
s_27108	IL17R	1812.68115945	1853.68797472
s_6188	C11orf4	468.665614711	573.628816059
s_12151	CLDN1	367.53823149	468.494274209
s_5782	BRMS1L	981.914269336	1424.84971191
s_6712	C17orf105	2332.45416138	2953.91173286
s_33439	MEF2C	5536.99607913	6735.98854099
s_11546	CHAF1A	1678.93203971	1268.07013196
s_54700	SULT2B1	953.642097683	595.762403817
s_56481	THBS4	921.02036116	823.553911158
s_35956	NACA	887.31123342	1305.88167772
s_23125	GLYATL3	1626.73726127	1591.77385292
s_53640	SPP1	1018.88557073	1339.08205935
s_41558	PGS1	677.444728456	71.9341602132
s_4950	BANF2	420.820401144	574.551048882
s_23842	GPR39	152.23477044	133.723759371
s_36164	NBEAL2	1135.23643099	1096.53482684
s_33807	MGAT4	593.715604715	518.294846664
s_63582	ZNF268	825.329934026	670.4632625
s_32532	MANBA	791.620806286	871.510017967
s_17983	ELK4	1005.83687612	1069.79007496
s_8885	CALU	3178.44452854	3405.80581625
s_18295	ENS	1067.81817551	1790.97614274
s_37286	NMB	2352.02720329	2414.40553126
s_14359	CWC27	350.139972011	554.261926771
s_14099	CTCFL	1177.64468847	1365.82681123
s_54331	STEAP1	665.483425065	657.552002974
s_11895	CHST7	1195.04294795	984.022422403
s_62563	ZBP1	685.056466978	767.29770894
s_36838	NFE	819.892977939	534.895037482
s_48599	RTKN	3952.66707534	3997.87928877
s_34009	MITF	643.735600716	889.954674432
s_49773	SEMA4F	513.248654625	496.161258906
s_18937	EXO	1236.36381421	1460.81679202
s_42260	PLA2G2E	795.970371156	581.928911468
s_51072	SLC16A13	421.907792361	387.337785763
s_58527	TPH1	587.19125741	553.339693947
s_24261	GSDM	1236.36381421	1043.96755591
s_39554	OR9G1	456.704311319	414.082537637
s_32572	MAP1A	757.911678546	757.153147885
s_20653	FBXW9	2035.59635902	1743.94226876
s_21193	FLII	2649.97239687	3663.10877393
s_26003	HPGD	4085.32880387	3830.03291494
s_26335	HSPG2	1030.84687412	1167.54675423
s_7742	C2orf80	1012.36122342	1131.57967412
s_16563	DNMBP	886.223842202	525.67270925
s_45419	PYCR1	158.759117744	76.5453243294
s_36343	NCR3	2016.02331711	2289.90410012
s_183	ABCB9	4158.18401544	2807.27671396
s_34466	MPEG1	631.774297325	765.453243294
s_29398	KIF15	382.761708534	618.818224398
s_60299	UBN2	377.324752447	426.071564339
s_43028	POLQ	1055.85687212	1471.8835859
s_20960	FGF8	3860.23882186	3723.05390744
